perfil;documento;cnpj_basico;uf;municipio_ibge;cultura_referencia;divida_ativa_total;divida_ativa_ajuizada;n_inscricoes;delta_divida_2_trimestres;flag_divida_previdenciaria;flag_divida_fgts;idade_empresa_meses;capital_social;porte;natureza_juridica;situacao_cadastral;flag_situacao_irregular;cnae_principal;flag_cnae_agro;n_filiais;n_socios;n_empresas_do_socio;n_empresas_do_socio_com_divida_ativa;n_empresas_do_socio_inaptas;n_autos_infracao;valor_multas_ambientais;flag_embargo_ativo;area_embargada_ha;volume_credito_rural_municipio;n_contratos_municipio;ticket_medio_municipio;credito_por_hectare_municipio;acionamentos_proagro_municipio;produtividade_municipal_cultura;desvio_produtividade_vs_media_5a;area_plantada_municipio_cultura;precipitacao_acumulada_ciclo;precipitacao_vs_normal_climatologica;dias_secos_consecutivos_max;anomalia_na_fase_critica;n_protestos_ativos;valor_total_protestado;dias_desde_protesto_mais_recente;n_cartorios_distintos;alvo_sintetico
limpo;74632066000130;74632066;TO;1926828;soja;0.0;0.0;0;0.0;False;False;72;40213936.76;03;2054;02;False;0113000;True;0;4;2;1;1;0;0.0;False;0.0;1592038.63;3955;402.54;2086.07;;2103.1;-0.0625;2779.51;847.2;0.0075;25;0.3455;;;;;0
divida_ativa;51880742000190;51880742;BA;1287110;soja;2902495.49;2303134.6;7;1151295.61;False;False;204;397579.04;03;4014;02;False;0220901;True;0;3;1;1;0;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;;;;;1
divida_ativa;11851426000175;11851426;PR;4168991;soja;61999.31;37473.52;4;8621.32;True;True;380;8452.38;01;2054;02;False;0210101;True;1;1;2;2;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
situacao_irregular;78216886000100;78216886;PI;1498259;soja;0.0;0.0;0;0.0;False;False;417;298457.1;05;2135;08;True;0220901;True;0;3;2;1;0;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
divida_ativa;14561293000190;14561293;PI;1498259;soja;2353.07;474.42;5;355.74;False;False;200;421934.67;03;2135;02;False;0113000;True;0;4;2;2;0;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
limpo;10440936000197;10440936;MA;1813278;soja;0.0;0.0;0;0.0;False;False;88;29787.0;03;4014;02;False;0113000;True;0;4;2;2;1;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;41388966000125;41388966;PI;3137869;soja;0.0;0.0;0;0.0;False;False;505;644447.82;05;4014;02;False;0111301;True;0;6;0;0;0;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
limpo;34884388000152;34884388;SP;4469177;soja;0.0;0.0;0;0.0;False;False;210;103824.03;01;2135;02;False;0116401;True;0;2;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;5;41564.97;487;3;0
limpo;76185035000104;76185035;MA;1813278;soja;0.0;0.0;0;0.0;False;False;262;88020.06;03;2062;02;False;0116401;True;0;7;1;1;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;69623480000143;69623480;BA;3889457;soja;0.0;0.0;0;0.0;False;False;234;156486.97;01;4014;02;False;0113000;True;2;3;2;1;0;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;;;;;0
limpo;89666963000132;89666963;RS;4372021;soja;0.0;0.0;0;0.0;False;False;254;4009459.51;01;2054;02;False;0113000;True;0;7;1;0;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
passivo_ambiental_auto;31379674000172;31379674;PA;3572518;soja;0.0;0.0;0;0.0;False;False;36;60756.09;01;4014;02;False;0151201;True;0;1;0;0;0;14;450187.76;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;;;;;0
limpo;10117495000197;10117495;TO;2782512;soja;0.0;0.0;0;0.0;False;False;435;171508.4;01;2240;02;False;0220901;True;0;6;0;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;3;88655.63;560;3;0
divida_ativa;74377166000168;74377166;MT;3486350;soja;948023.04;435324.55;7;-265193.23;False;False;345;27307.2;03;4014;02;False;0311601;True;1;1;0;0;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;65416446000147;65416446;RS;1296511;soja;0.0;0.0;0;0.0;False;False;255;18086.79;05;2135;02;False;0133403;True;0;6;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
situacao_irregular;78075420000124;78075420;TO;2599733;soja;0.0;0.0;0;0.0;False;False;543;91997.08;05;2240;04;True;0210101;True;0;7;1;0;0;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;;;;;0
limpo;85909651000151;85909651;TO;5373788;soja;0.0;0.0;0;0.0;False;False;294;396201.04;01;2240;02;False;0151201;True;0;3;2;1;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;74342479000180;74342479;MA;2547930;soja;0.0;0.0;0;0.0;False;False;79;2786921.99;05;2062;02;False;0116401;True;0;7;1;0;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;78172963000160;78172963;MA;1813278;soja;0.0;0.0;0;0.0;False;False;98;34094.27;05;2135;02;False;0121101;True;0;1;0;0;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;26122691000190;26122691;MS;2167433;soja;7329.97;22.58;8;2773.44;False;True;217;33455.5;05;2062;02;False;0116401;True;0;5;0;0;0;0;0.0;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;1
limpo;59276962000110;59276962;PA;3572518;soja;0.0;0.0;0;0.0;False;False;388;32369.11;03;2240;02;False;0220901;True;0;3;0;0;0;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;4;47336.31;75;1;0
limpo;10427367000140;10427367;GO;3763424;soja;0.0;0.0;0;0.0;False;False;541;92815.12;03;2062;02;False;0115600;True;0;1;1;0;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;0
limpo;18970926000175;18970926;PR;4374686;soja;0.0;0.0;0;0.0;False;False;174;7668.37;03;2240;02;False;0210101;True;0;8;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;49373003000160;49373003;TO;2599733;soja;0.0;0.0;0;0.0;False;False;342;5145.07;03;2240;02;False;0121101;True;1;7;1;0;0;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;;;;;0
limpo;60025881000127;60025881;MT;4952487;soja;0.0;0.0;0;0.0;False;False;451;468430.88;05;2054;02;False;0121101;True;0;2;2;2;1;0;0.0;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;48714790000101;48714790;RS;3466531;soja;0.0;0.0;0;0.0;False;False;319;42034.42;01;2135;02;False;0121101;True;0;4;0;0;0;0;0.0;False;0.0;3897875.17;1357;2872.42;4389.67;;;;;;;;;;;;;0
limpo;32107762000188;32107762;TO;2625906;soja;0.0;0.0;0;0.0;False;False;304;141041.78;03;2135;02;False;0111301;True;0;2;2;0;1;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;0
limpo;68992211000191;68992211;MT;4881066;soja;0.0;0.0;0;0.0;False;False;402;375131.24;05;2054;02;False;0113000;True;1;1;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
grupo_societario;56769246000187;56769246;SP;4469177;soja;0.0;0.0;0;0.0;False;False;385;4703.03;01;2062;02;False;0151201;True;0;7;9;7;3;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
passivo_ambiental_embargo;91363583000170;91363583;MS;2167433;soja;0.0;0.0;0;0.0;False;False;137;148414.86;05;2054;02;False;0133403;True;0;2;2;2;1;11;31580.23;True;1417.6;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;0
limpo;25873929000156;25873929;RS;5323473;soja;0.0;0.0;0;0.0;False;False;30;1451761.67;05;2240;02;False;0151201;True;0;3;2;1;1;0;0.0;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
grupo_societario;41614577000170;41614577;MG;2246509;soja;0.0;0.0;0;0.0;False;False;524;59680.85;05;4014;02;False;0121101;True;0;1;11;8;3;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
limpo;20565606000181;20565606;BA;1287110;soja;0.0;0.0;0;0.0;False;False;45;162024.49;03;4014;02;False;0115600;True;0;5;2;1;1;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;;;;;0
limpo;28482754000144;28482754;BA;3797806;soja;0.0;0.0;0;0.0;False;False;71;3078.36;01;4014;02;False;0210101;True;0;3;2;2;1;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;;;;;0
limpo;22128884000105;22128884;MA;2547930;soja;0.0;0.0;0;0.0;False;False;13;211534.36;05;2062;02;False;0116401;True;0;2;0;0;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;96802484000161;96802484;TO;2395181;soja;0.0;0.0;0;0.0;False;False;372;1950227.55;01;2062;02;False;0116401;True;0;4;1;0;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;3;150463.58;629;2;0
divida_ativa;62937301000101;62937301;TO;5373788;soja;30491.68;14611.67;8;-7511.96;False;True;456;126469.73;03;2062;02;False;0121101;True;1;4;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;81691097000128;81691097;PI;4630374;soja;0.0;0.0;0;0.0;False;False;316;4496.54;05;4014;02;False;0220901;True;0;1;0;0;0;3;18848.45;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
limpo;70734643000144;70734643;MG;2246509;soja;14041.75;13533.2;4;4966.58;False;False;300;372541.08;03;2054;02;False;0113000;True;0;1;1;0;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
limpo;44180200000149;44180200;TO;2625906;soja;0.0;0.0;0;0.0;False;False;172;312314.6;01;2240;02;False;0116401;True;1;6;0;0;0;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;1
limpo;80415512000158;80415512;PR;4168991;soja;0.0;0.0;0;0.0;False;False;179;432170.7;03;2135;02;False;0151201;True;0;5;0;0;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;0;0.0;;0;0
limpo;78991841000103;78991841;PR;4168991;soja;0.0;0.0;0;0.0;False;False;101;76251.59;05;2135;02;False;0133403;True;0;4;0;0;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
limpo;54120811000155;54120811;BA;1287110;soja;0.0;0.0;0;0.0;False;False;280;168138.45;03;2054;02;False;0111301;True;0;3;1;1;0;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;;;;;0
limpo;38696517000130;38696517;GO;2631798;soja;0.0;0.0;0;0.0;False;False;504;955062.33;01;2135;02;False;0121101;True;0;3;2;0;1;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
limpo;58587342000130;58587342;MT;3486350;soja;0.0;0.0;0;0.0;False;False;231;211564.32;05;2054;02;False;0133403;True;0;7;0;0;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;90798118000108;90798118;PA;3572518;soja;0.0;0.0;0;0.0;False;False;123;16864.34;03;2135;02;False;0210101;True;2;6;2;2;1;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;;;;;0
limpo;67683606000140;67683606;MT;4872493;soja;0.0;0.0;0;0.0;False;False;8;573.59;01;2135;02;False;0220901;True;0;8;2;1;0;0;0.0;False;0.0;12871579.85;766;16803.63;1283.72;;2678.2;-0.0379;315502.18;1164.2;-0.4814;30;-0.3935;;;;;1
divida_ativa;72169465000181;72169465;PI;1498259;soja;50715.91;44094.6;6;-14465.96;False;False;147;133489.08;03;2240;02;False;0151201;True;0;6;2;0;0;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;0;0.0;;0;0
limpo;96527720000189;96527720;TO;2395181;soja;0.0;0.0;0;0.0;False;False;229;104604.8;05;2054;02;False;0113000;True;0;1;2;0;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;40588266000111;40588266;MG;2246509;soja;0.0;0.0;0;0.0;False;False;136;11234.7;03;2062;02;False;0115600;True;0;3;1;0;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
grupo_societario;85188891000104;85188891;MA;2547930;soja;0.0;0.0;0;0.0;False;False;44;77335.97;01;2240;02;False;0116401;True;2;3;13;6;1;11;528594.05;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
divida_ativa;61348214000148;61348214;MT;4091416;soja;57982.31;28865.09;7;19558.96;False;True;230;1036142.56;05;2135;02;False;0311601;True;0;5;2;0;0;0;0.0;False;0.0;9930345.71;3827;2594.81;2854.45;;2593.6;0.1175;64737.72;;;;;;;;;1
limpo;82409988000101;82409988;PA;3572518;soja;0.0;0.0;0;0.0;False;False;197;9056.44;05;2062;02;False;0311601;True;0;3;1;0;0;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;;;;;0
divida_ativa;19554390000170;19554390;MA;1813278;soja;9530.84;8169.9;9;-629.72;False;False;24;378744.85;03;2240;02;False;0210101;True;1;3;2;2;1;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;10475699000108;10475699;MS;2167433;soja;0.0;0.0;0;0.0;False;False;525;20388.35;03;2062;02;False;0311601;True;0;1;1;0;0;0;0.0;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;3;54211.71;352;3;0
limpo;88573772000163;88573772;GO;3355082;soja;0.0;0.0;0;0.0;False;False;414;1275068.21;03;2054;02;False;0133403;True;0;3;1;0;0;0;0.0;False;0.0;344902.69;1555;221.8;1341.28;;3426.5;-0.1292;14743.52;1302.6;0.1067;12;-0.0223;;;;;0
passivo_ambiental_auto;46093287000142;46093287;PI;1498259;soja;1240.94;712.49;2;530.06;False;False;6;429995.22;01;2054;02;False;0133403;True;1;2;1;1;0;4;214697.93;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
limpo;95714340000190;95714340;MT;3486350;soja;0.0;0.0;0;0.0;False;False;35;15180.31;03;2135;02;False;0133403;True;0;6;2;0;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
grupo_societario;35873835000130;35873835;PI;3137869;soja;53147.72;27896.78;3;-12093.06;True;False;53;14690890.65;03;2062;02;False;0121101;True;1;5;15;6;0;2;552663.98;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
passivo_ambiental_auto;29913527000199;29913527;TO;2395181;soja;0.0;0.0;0;0.0;False;False;223;9688635.14;03;2240;02;False;0151201;True;0;1;2;1;0;4;8162892.2;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;6;8618.41;662;1;0
limpo;93021539000108;93021539;BA;3797806;soja;0.0;0.0;0;0.0;False;False;170;628419.68;05;2062;02;False;0220901;True;0;8;2;2;0;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;5;50986.11;65;3;0
limpo;95593031000100;95593031;PI;4630374;soja;0.0;0.0;0;0.0;False;False;379;302547.97;03;4014;02;False;0115600;True;1;4;1;1;0;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
limpo;47514551000137;47514551;MT;4881066;soja;0.0;0.0;0;0.0;False;False;228;144535.65;05;2240;02;False;0220901;True;0;7;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
divida_ativa;82215428000116;82215428;SP;4469177;soja;619.92;164.01;4;-173.67;False;False;32;426453.6;01;2062;02;False;0113000;True;0;8;1;1;0;14;2055.96;False;0.0;;;;;;;;;;;;;;;;;1
limpo;92686780000193;92686780;MT;5020745;soja;0.0;0.0;0;0.0;False;False;547;296355.56;03;2135;02;False;0116401;True;0;6;2;2;0;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;0;0.0;;0;0
passivo_ambiental_embargo;40215769000141;40215769;MT;4952487;soja;0.0;0.0;0;0.0;False;False;270;327614.31;05;2062;02;False;0220901;True;1;7;0;0;0;9;162954.9;True;502.97;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;41093609000130;41093609;TO;2395181;soja;0.0;0.0;0;0.0;False;False;501;106373.03;01;2062;02;False;0111301;True;0;2;2;2;1;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;22717453000176;22717453;MA;1813278;soja;0.0;0.0;0;0.0;False;False;244;421782.2;03;2135;02;False;0121101;True;0;8;1;0;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;1
situacao_irregular;81689927000182;81689927;MA;1813278;soja;0.0;0.0;0;0.0;False;False;109;107101.59;03;2054;04;True;0116401;True;0;5;1;1;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;34928524000169;34928524;BA;3797806;soja;0.0;0.0;0;0.0;False;False;509;88969.38;01;4014;02;False;0210101;True;0;7;1;0;0;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;;;;;0
limpo;98125636000164;98125636;GO;3763424;soja;0.0;0.0;0;0.0;False;False;367;6023.76;05;2062;02;False;0133403;True;1;2;0;0;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;0
limpo;60999937000144;60999937;PI;3137869;soja;0.0;0.0;0;0.0;False;False;320;19895.53;03;4014;02;False;0121101;True;0;2;0;0;0;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
limpo;56247356000189;56247356;TO;1628136;soja;0.0;0.0;0;0.0;False;False;304;213579.61;01;2054;02;False;0113000;True;1;1;0;0;0;0;0.0;False;0.0;22713744.04;630;36053.56;4855.95;;;;;;;;;;;;;0
divida_ativa;78297406000175;78297406;MT;3047606;soja;24243.22;20081.61;4;-6754.9;False;False;365;28736.11;01;4014;02;False;0116401;True;0;4;2;1;0;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;3;30097.28;65;3;0
limpo;92616532000176;92616532;RS;3466531;soja;0.0;0.0;0;0.0;False;False;272;1371450.55;01;2054;02;False;0133403;True;0;2;0;0;0;0;0.0;False;0.0;3897875.17;1357;2872.42;4389.67;;;;;;;;;;;;;0
divida_ativa;42401922000150;42401922;GO;2856025;soja;31953.3;4475.35;9;-3546.64;True;True;182;863640.79;05;2240;02;False;0111301;True;0;3;1;0;0;10;21807.55;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;1
limpo;37612959000198;37612959;GO;2092240;soja;0.0;0.0;0;0.0;False;False;482;1193912.46;03;2054;02;False;0116401;True;0;5;0;0;0;0;0.0;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;0
limpo;43864434000142;43864434;TO;2625906;soja;0.0;0.0;0;0.0;False;False;138;53861.6;03;4014;02;False;0210101;True;1;2;1;1;0;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;0
limpo;24000535000120;24000535;MT;4091416;soja;0.0;0.0;0;0.0;False;False;272;5746931.95;05;2054;02;False;0115600;True;0;6;0;0;0;0;0.0;False;0.0;9930345.71;3827;2594.81;2854.45;;2593.6;0.1175;64737.72;;;;;;;;;1
limpo;69004940000155;69004940;TO;2395181;soja;0.0;0.0;0;0.0;False;False;435;80432.9;03;2062;02;False;0116401;True;0;4;2;0;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;41524127000197;41524127;GO;3355082;soja;0.0;0.0;0;0.0;False;False;136;1262736.47;03;2240;02;False;0113000;True;0;2;2;1;0;0;0.0;False;0.0;344902.69;1555;221.8;1341.28;;3426.5;-0.1292;14743.52;1302.6;0.1067;12;-0.0223;;;;;0
passivo_ambiental_auto;51502325000103;51502325;MT;4091416;soja;0.0;0.0;0;0.0;False;False;115;244371.91;05;4014;02;False;0111301;True;0;2;1;1;0;12;38347.32;False;0.0;9930345.71;3827;2594.81;2854.45;;2593.6;0.1175;64737.72;;;;;;;;;0
limpo;20670157000131;20670157;RS;4372021;soja;0.0;0.0;0;0.0;False;False;326;38829.47;05;2062;02;False;0111301;True;0;8;2;0;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
divida_ativa;53176515000103;53176515;GO;2856025;soja;37530.84;7304.83;1;13753.24;True;True;283;2817.4;03;2062;02;False;0220901;True;0;4;2;0;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;1
limpo;64003319000153;64003319;PR;4168991;soja;0.0;0.0;0;0.0;False;False;308;249973.83;01;2135;02;False;0311601;True;0;7;2;1;1;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
limpo;84503905000174;84503905;BA;1993507;soja;0.0;0.0;0;0.0;False;False;400;108213.5;03;2062;02;False;0115600;True;0;6;0;0;0;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;;;;;0
limpo;26122810000104;26122810;TO;2395181;soja;0.0;0.0;0;0.0;False;False;6;528468.3;01;2240;02;False;0116401;True;0;3;2;2;1;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;6;5514.64;167;3;0
limpo;35586356000133;35586356;PR;4168991;soja;33090.06;25267.35;3;14944.47;True;False;484;24803.17;01;2062;02;False;0210101;True;0;6;2;2;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;4;134194.99;577;1;1
situacao_irregular;70980882000184;70980882;PA;3572518;soja;0.0;0.0;0;0.0;False;False;164;64836.07;03;4014;08;True;0116401;True;0;3;2;2;1;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;;;;;0
divida_ativa;95469147000131;95469147;MT;1342092;soja;9343.24;2516.42;6;-178.29;True;False;241;954288.37;05;4014;02;False;0210101;True;0;3;1;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;91735825000100;91735825;SP;4469177;soja;0.0;0.0;0;0.0;False;False;505;93159.57;03;2135;02;False;0115600;True;0;3;2;2;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;17663699000172;17663699;MT;1342092;soja;0.0;0.0;0;0.0;False;False;341;83032.7;01;2135;02;False;0133403;True;0;2;2;1;1;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;19533894000103;19533894;MA;1849363;soja;0.0;0.0;0;0.0;False;False;292;81236.96;03;4014;02;False;0151201;True;0;8;0;0;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
limpo;15920541000105;15920541;PI;1498259;soja;0.0;0.0;0;0.0;False;False;413;46635.79;01;2054;02;False;0113000;True;3;1;0;0;0;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
limpo;71314849000188;71314849;GO;3763424;soja;0.0;0.0;0;0.0;False;False;335;1259002.73;03;2240;02;False;0113000;True;0;3;1;1;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;0
divida_ativa;95404439000196;95404439;TO;4589069;soja;23019.08;13806.66;1;-6879.28;True;False;119;18322.58;01;2135;02;False;0121101;True;1;5;0;0;0;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
limpo;48311541000167;48311541;GO;2631798;soja;0.0;0.0;0;0.0;False;False;124;110634.77;05;2054;02;False;0113000;True;0;5;0;0;0;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
limpo;58256585000195;58256585;MA;2547930;soja;0.0;0.0;0;0.0;False;False;551;142000.42;03;2054;02;False;0151201;True;0;4;1;0;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;90962635000162;90962635;GO;2092240;soja;654095.82;163423.14;8;-35376.36;False;True;20;515993.91;03;2135;02;False;0115600;True;0;3;2;0;0;0;0.0;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;1
